ignore,code_post_gfx
ignore,common
col_map_sp,maps/oki2.d3dbsp
include_console,splitscreen
localize,oki2

include,common_player_us_wet
include,common_banzai  
include,water

rawfile,maps/oki2.gsc
rawfile,maps/_squad_manager.gsc
rawfile,maps/oki2_anim.gsc
rawfile,maps/createcam/oki2_cam.gsc
rawfile,maps/createart/oki2_art.gsc
rawfile,maps/oki2_amb.gsc
rawfile,maps/oki2_fx.gsc
rawfile,maps/createfx/oki2_fx.gsc
rawfile,maps/oki2_status.gsc
rawfile,maps/oki2_callbacks.gsc
rawfile,maps/_spiderhole.gsc
rawfile,maps/_status.gsc
rawfile,maps/_stuka.gsc
rawfile,maps/_model3.gsc
rawfile,shock/tankblast.shock
rawfile,vision/Okinawa2.vision
rawfile,maps/_sherman.gsc
rawfile,animtrees/tank.atr
rawfile,vehicles/sherman
rawfile,shock/tankblast.shock
rawfile,maps/_aircraft.gsc
rawfile,vehicles/corsair
rawfile, maps/oki2_gunbunkers.gsc
rawfile, maps/oki2_util.gsc
rawfile,maps/_artillery.gsc
rawfile,maps/_truck.gsc
rawfile,maps/_jeep.gsc
rawfile,animtrees/oki3_models.atr
rawfile,maps/_tree_snipers.gsc

rawfile,clientscripts/oki2.csc,,
rawfile,clientscripts/oki2_fx.csc,,
rawfile,clientscripts/createfx/oki2_fx.csc,,
rawfile,clientscripts/oki2_amb.csc,,
rawfile,clientscripts/_sherman.csc
rawfile,clientscripts/_artillery.csc

rawfile,animtrees/tree_sniper.atr
rawfile,animtrees/oki2_falling_gun.atr

weapon,sp/sherman_tank_mg
rawfile,vehicles/jeep,,

sound,common,oki2,all_sp
sound,generic,oki2,all_sp
sound,voiceovers,oki2,all_sp
sound,requests,oki2,all_sp
sound,weapons,oki2,all_sp
sound,oki2,oki2,all_sp
sound,character,oki2,all_sp
sound,projectiles,oki2,all_sp
sound,us_battlechatter,oki2,all_sp
sound,ja_battlechatter,oki2,all_sp
sound,physics,oki2,all_sp



// SRS 6/24/2008: viewmodel arms
xmodel,viewmodel_usa_marinewet_rolledup_arms
// used for banzai guy?
xmodel,viewmodel_usa_marinewet_rolledup_player

weapon,sp/30cal_wet,,
weapon,sp/m1garand_wet,,
weapon,sp/thompson_wet,,
//weapon,sp/Stielhandgranate,,
weapon,sp/sherman_Turret,,
weapon,sp/type97_frag,,
weapon,sp/m2_flamethrower_wet,,
weapon,sp/m8_white_smoke,,
weapon,sp/model3_Turret,,
weapon,sp/satchel_charge_new,,
weapon,sp/type99_rifle_scoped_wet,,
weapon,sp/at47_Turret,,
weapon,sp/corsair_mg
xmodel,weapon_usa_springfield_rifle_scoped
// xmodel,vehicle_american_sherman
// xmodel,vehicle_american_sherman_d
xmodel,flammable_crate_d
xmodel,vehicle_usa_aircraft_f4ucorsair
xmodel,weapon_machinegun_tiger
xmodel,aircraft_bomb
xmodel,weapon_jap_mg_type92_notripod
xmodel,vehicle_usa_tracked_shermanM4A3_green_w
xmodel,vehicle_usa_tracked_shermanM4A3_green_d_w
//xmodel,vehicle_usa_tracked_shermanm4a3_camo
//xmodel,vehicle_usa_tracked_shermanm4a3_camo_dest
//xmodel,vehicle_usa_tracked_shermanm4a3_camo_d
xmodel,peleliu_aerial_rocket

// broken version of radio that's in the tunnels
xmodel,radio_jap_bro

material,net_disconnect
material,killicondied
material,killiconcrush
material,killiconfalling
material,killiconsuicide
material,killiconheadshot
material,killiconmelee
material,lagometer
material,headicondisconnected
material,headiconyouinkillcam
material,objective_friendly_chat
material,compassping_enemy
material,compass_radarline
material,hudcolorbar
material,headicontalkballoon

include,destructible_type94truck

xanim,v_type94_truck_flattire_rf
xanim,v_type94_truck_flattire_rb2
xanim,v_type94_truck_flattire_rb1
xanim,v_type94_truck_flattire_lf
xanim,v_type94_truck_flattire_lb2
xanim,v_type94_truck_flattire_lb1
xanim,v_type94_truck_explode

xanim,ch_oki2_collectible

xmodel,dest_type94truck_full
xmodel,vehicle_jap_wheeled_type94
xmodel,vehicle_jap_wheeled_type94_dmg
xmodel,vehicle_jap_wheeled_type94_static

fx,destructibles/fx_dest_tree_palm_snipe_leaf01
fx,destructibles/fx_dest_tree_palm_snipe_leaf02
fx,destructibles/fx_ammoboxexp
fx,destructibles/fx_ammobox_ignite
fx,destructibles/fx_ammobox_fire_top
//fx,explosions/fx_mortarExp_dirt
fx,explosions/large_vehicle_explosion
fx,env/fire/fx_fire_house_md_jp
fx,env/fire/fx_fire_smoke_md_dist_jp
fx,env/fire/fx_fire_smoke_sm_dist_jp
fx,env/fire/fx_fire_md_low_smk_jp
fx,env/fire/fx_fire_brush_smolder_sm_jp
fx,env/fire/fx_fire_brush_smolder_md_jp
fx,env/fire/fx_fire_rubble_sm_jp
fx,env/fire/fx_fire_rubble_detail_md_jp
fx,env/fire/fx_fire_rubble_smolder_sm_jp
//fx,env/fire/fx_fire_tree_smolder_sm_jp
//fx,env/fire/fx_fire_tree_sm_jp
fx,env/fire/fx_fire_rubble_detail_jp
fx,env/fire/fx_fire_150x600_tall_distant_jp
//fx,env/fire/fx_fire_blown_md_blk_smk
//fx,env/light/fx_light_godray_overcast_xsm
fx,env/light/fx_light_godray_overcast_sm
fx,env/light/fx_light_godray_overcast_md
fx,env/light/fx_light_godray_overcast_lg
//fx,env/light/fx_light_godray_overcast_sm_1sd
fx,env/light/fx_light_godray_overcast_md_1sd
fx,env/light/fx_light_godray_overcast_lg_1sd
fx,env/smoke/fx_battlefield_smokebank_ling_foggy_w
fx,env/smoke/fx_battlefield_smokebank_ling_foggy
fx,env/smoke/fx_smoke_crater_w
fx,env/smoke/fx_smoke_impact_smolder
fx,env/smoke/fx_smoke_smolder_md_gry
fx,env/smoke/fx_smk_column_md_blk_dir
fx,env/smoke/fx_smoke_plume_lg_slow_def
fx,env/water/fx_water_splash_ripple_puddle
fx,env/water/fx_water_splash_ripple_puddle_med
fx,env/water/fx_water_splash_ripple_puddle_aisle
fx,env/water/fx_water_splash_ripple_line
fx,env/water/fx_water_wake_flow_sm
fx,env/water/fx_water_wake_flow_md
fx,env/water/fx_wtrfall_sm
fx,env/water/fx_wtrfall_splash_sm
fx,env/water/fx_wtrfall_splash_sm_puddle
fx,env/water/fx_wtrfall_md
fx,env/water/fx_wtr_flow_sm
fx,env/water/fx_wtr_flow_md
fx,env/water/fx_wtr_spill_sm
fx,env/water/fx_wtr_spill_sm_int
fx,env/water/fx_wtr_spill_sm_splash
fx,env/water/fx_wtr_spill_sm_splash_puddle
fx,env/weather/fx_rain_lght
fx,env/weather/fx_rainbow
fx,maps/oki2/fx_artillery_slide
//fx,maps/oki2/fx_glow_ship_backlight
fx,maps/oki2/fx_smoke_slow_black_windblown
fx,maps/oki2/fx_rain_cave_ceiling_hole
fx,maps/oki2/fx_artillery_strike_falling_rocks
fx,maps/oki2/fx_fog_aisle
fx,maps/oki2/fx_rain_drip_cave_tunnel
fx,maps/oki2/fx_rain_drip_cave_entrance
fx,maps/oki2/fx_drip_entrance
//fx,maps/oki2/fx_smoke_artillery_barrage
fx,maps/oki2/fx_explo_bunker_window
fx,maps/oki2/fx_bunker_cave_flame_gout
fx,maps/oki2/fx_explo_bunker_side
fx,maps/oki2/fx_explo_bunker_big
//fx,maps/pel1/fx_napalm_midair_burst
fx,weapon/artillery/fx_artillery_exp_strike_rock
fx,weapon/artillery/fx_artillery_jap_200mm_no_smoke
fx,weapon/mortar/fx_mortar_exp_mud_medium
fx,weapon/rocket/fx_LCI_rocket_ignite_launch
fx,weapon/rocket/fx_lci_rocket_geotrail
fx,weapon/rocket/fx_lci_rocket_explosion_mud
//fx,weapon/rocket/fx_LCI_rocket_explosion_beach
//fx,weapon/ship/fx_ship_battle_14in
fx,weapon/tracer/fx_tracer_flak_single_noexp

fx,explosions/default_explosion

fx,bio/player/fx_footstep_water
fx,bio/player/fx_footstep_dust
fx,bio/player/fx_footstep_mud
fx,bio/player/fx_footstep_sand
fx,bio/player/fx_footstep_fire

xanim,standmg42gun_fire_foward
xanim,ai_bonzai_sprint_c
xanim,ai_bonzai_sprint_b
xanim,ai_bonzai_sprint_a
xanim,oki2_pointing_plane
xanim,jump_across_100
xanim,death_run_stumble
xanim,crew_model3_loader_right_idle
xanim,crew_model3_loader_right_fire
xanim,crew_model3_loader_left_idle
xanim,crew_model3_loader_left_fire
xanim,crew_model3_driver_idle
xanim,crew_model3_driver_fire
xanim,void_loop
