# This file maps impact types to effects
"# It can be overridden in part by just specifying some effects in a CSV file in the ""fx"" folder that has a later name alphabetically"
"# It has the simple syntax that the first column is the impact type, the second is the surface type, and the thrid is the effect name"
"# The impact type is one of: bullet_small_normal, bullet_small_exit, bullet_large_normal, bullet_large_exit, grenade_bounce, and grenade_explode"
"# The surface type is one of the valid surface impact types for the surfaceparm shader command, or ""default"".  Default is only used if the code cannot figure out the correct surface type"
"# The effect name should be a relative path starting after the ""fx"" folder in the game tree.  It should not include the "".efx"" extension."
"# The effect name may be left blank, in which case no effect is played for this impact."
"# If any impact effect has no row entry in any file, the game will not load any maps.  The console lists which surface types had no entries."
"# These effects usually should not specify sounds, since a corresponding sound alias will be played at the same time as the effect"
"# For bullet hits, two effects are played, either or both of which may be blank:"
"# The ""normal"" effect is played at the impact point facing the surface normal.  This should usually be used for decals."
"# The ""exit"" effect is played at the exit point when buller penetration is on."

"# flesh_head_nonfatal, flesh_body_fatal, flesh_head_nonfatal, and flesh_head_fatal specify specific effects to play when bullets injure flesh"
# these are used ONLY FOR BULLETS
"# If not specified, or if left blank, these will inherit whatever is in 'flesh' for the impacttype"

# These tank_shell effects are for the tesla gun.

bullet_small_underwater,default,impacts/footstep_dust
bullet_small_underwater,bark,impacts/footstep_dust
bullet_small_underwater,brick,impacts/footstep_dust
bullet_small_underwater,carpet,impacts/footstep_dust
bullet_small_underwater,cloth,impacts/footstep_dust
bullet_small_underwater,concrete,impacts/footstep_dust
bullet_small_underwater,dirt,impacts/footstep_dust
bullet_small_underwater,flesh,
bullet_small_underwater,foliage,impacts/footstep_dust
bullet_small_underwater,glass,impacts/footstep_dust
bullet_small_underwater,grass,impacts/footstep_dust
bullet_small_underwater,gravel,impacts/footstep_dust
bullet_small_underwater,ice,impacts/footstep_dust
bullet_small_underwater,metal,impacts/footstep_dust
bullet_small_underwater,mud,impacts/footstep_dust
bullet_small_underwater,paper,impacts/footstep_dust
bullet_small_underwater,plaster,impacts/footstep_dust
bullet_small_underwater,rock,impacts/footstep_dust
bullet_small_underwater,sand,impacts/footstep_dust
bullet_small_underwater,snow,impacts/footstep_dust
bullet_small_underwater,water,impacts/footstep_dust
bullet_small_underwater,wood,impacts/footstep_dust
bullet_small_underwater,asphalt,impacts/footstep_dust
bullet_small_underwater,ceramic,impacts/footstep_dust
bullet_small_underwater,plastic,impacts/footstep_dust
bullet_small_underwater,rubber,impacts/footstep_dust
bullet_small_underwater,cushion,impacts/footstep_dust
bullet_small_underwater,fruit,impacts/footstep_dust
bullet_small_underwater,paintedmetal,impacts/footstep_dust
bullet_small_underwater,flesh_body_nonfatal,impacts/footstep_dust
bullet_small_underwater,flesh_body_fatal,impacts/footstep_dust
bullet_small_underwater,flesh_head_nonfatal,impacts/footstep_dust
bullet_small_underwater,flesh_head_fatal,impacts/footstep_dust
bullet_small_underwater,player,
bullet_small_underwater,tallgrass,impacts/footstep_dust

mortar_shell,default,impacts/footstep_dust
mortar_shell,bark,impacts/footstep_dust
mortar_shell,brick,impacts/footstep_dust
mortar_shell,carpet,impacts/footstep_dust
mortar_shell,cloth,impacts/footstep_dust
mortar_shell,concrete,impacts/footstep_dust
mortar_shell,dirt,impacts/footstep_dust
mortar_shell,flesh,impacts/footstep_dust
mortar_shell,foliage,impacts/footstep_dust
mortar_shell,glass,impacts/footstep_dust
mortar_shell,grass,impacts/footstep_dust
mortar_shell,gravel,impacts/footstep_dust
mortar_shell,ice,impacts/footstep_dust
mortar_shell,metal,impacts/footstep_dust
mortar_shell,mud,impacts/footstep_dust
mortar_shell,paper,impacts/footstep_dust
mortar_shell,plaster,impacts/footstep_dust
mortar_shell,rock,impacts/footstep_dust
mortar_shell,sand,impacts/footstep_dust
mortar_shell,snow,impacts/footstep_dust
mortar_shell,water,impacts/footstep_dust
mortar_shell,wood,impacts/footstep_dust
mortar_shell,asphalt,impacts/footstep_dust
mortar_shell,ceramic,impacts/footstep_dust
mortar_shell,plastic,impacts/footstep_dust
mortar_shell,rubber,impacts/footstep_dust
mortar_shell,cushion,impacts/footstep_dust
mortar_shell,fruit,impacts/footstep_dust
mortar_shell,paintedmetal,impacts/footstep_dust
mortar_shell,player,impacts/footstep_dust
mortar_shell,tallgrass,impacts/footstep_dust

tank_shell,default,maps/zombie/fx_tesla_impact_default
tank_shell,brick,maps/zombie/fx_tesla_impact_default
tank_shell,bark,maps/zombie/fx_tesla_impact_wood
tank_shell,carpet,maps/zombie/fx_tesla_impact_default
tank_shell,cloth,maps/zombie/fx_tesla_impact_default
tank_shell,concrete,maps/zombie/fx_tesla_impact_default
tank_shell,dirt,maps/zombie/fx_tesla_impact_default
tank_shell,flesh,
tank_shell,foliage,maps/zombie/fx_tesla_impact_default
tank_shell,glass,impacts/large_glass
tank_shell,grass,maps/zombie/fx_tesla_impact_default
tank_shell,gravel,maps/zombie/fx_tesla_impact_default
tank_shell,ice,impacts/small_snowhit
